חודש חישוב,שם מוטב,סמל מוטב,סמל מוסד,שם מוסד,חודש תחולה,טווח כיתות,קוד נושא,נושא,מספר יחידות,מספר כיתות,עלות,קוד סטטוס,סטטוס,סכום מחושב,סכום מחושב קודם,הפרש מחושב
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,10/2024,א-יב חנ"מ,107,מזכירים,0,1,710.95,0,פעיל,710.95,710.95,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,11/2024,א-יב חנ"מ,107,מזכירים,0,1,653.88,0,פעיל,653.88,653.88,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,12/2024,א-יב חנ"מ,107,מזכירים,0,1,645.41,0,פעיל,645.41,645.41,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,01/2025,א-יב חנ"מ,107,מזכירים,0,1,649.74,0,פעיל,649.74,649.74,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,02/2025,א-יב חנ"מ,107,מזכירים,0,1,649.74,0,פעיל,649.74,649.74,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,03/2025,א-יב חנ"מ,107,מזכירים,0,1,649.74,0,פעיל,649.74,649.74,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,04/2025,א-יב חנ"מ,107,מזכירים,0,1,683.45,0,פעיל,683.45,683.45,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,05/2025,א-יב חנ"מ,107,מזכירים,0,1,683.45,0,פעיל,683.45,683.45,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,06/2025,א-יב חנ"מ,107,מזכירים,0,1,1086.59,0,פעיל,1086.59,1086.59,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,07/2025,א-יב חנ"מ,107,מזכירים,0,1,812.98,0,פעיל,812.98,812.98,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,08/2025,א-יב חנ"מ,107,מזכירים,0,1,683.45,0,פעיל,683.45,683.45,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,09/2025,א-יב חנ"מ,107,מזכירים,0,1,683.45,0,פעיל,683.45,683.45,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,10/2025,א-יב חנ"מ,107,מזכירים,0,1,742.36,0,פעיל,742.36,742.36,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,11/2025,א-יב חנ"מ,107,מזכירים,0,1,683.45,0,פעיל,683.45,683.45,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,12/2025,א-יב חנ"מ,107,מזכירים,0,1,683.45,0,פעיל,683.45,683.45,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,01/2026,א-יב חנ"מ,107,מזכירים,0,1,693.23,0,פעיל,693.23,693.23,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,02/2026,א-יב חנ"מ,107,מזכירים,0,1,693.23,0,פעיל,693.23,693.23,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,03/2026,א-יב חנ"מ,107,מזכירים,0,1,693.23,0,פעיל,693.23,0,693.23
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,09/2024,א - ו,571,ניהול עצמי משופר א-ו,178,0,88.52,0,פעיל,15756.56,15756.56,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,10/2024,א - ו,571,ניהול עצמי משופר א-ו,175,0,97.41,0,פעיל,17046.75,17046.75,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,11/2024,א - ו,571,ניהול עצמי משופר א-ו,173,0,89.59,0,פעיל,15499.07,15499.07,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,12/2024,א - ו,571,ניהול עצמי משופר א-ו,176,0,88.41,0,פעיל,15560.16,15560.16,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,01/2025,א - ו,571,ניהול עצמי משופר א-ו,176,0,89,0,פעיל,15664,15664,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,02/2025,א - ו,571,ניהול עצמי משופר א-ו,176,0,89,0,פעיל,15664,15664,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,03/2025,א - ו,571,ניהול עצמי משופר א-ו,175,0,89,0,פעיל,15575,15575,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,04/2025,א - ו,571,ניהול עצמי משופר א-ו,175,0,93.65,0,פעיל,16388.75,16388.75,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,05/2025,א - ו,571,ניהול עצמי משופר א-ו,175,0,93.65,0,פעיל,16388.75,16388.75,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,06/2025,א - ו,571,ניהול עצמי משופר א-ו,175,0,148.91,0,פעיל,26059.25,26059.25,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,07/2025,א - ו,571,ניהול עצמי משופר א-ו,175,0,111.41,0,פעיל,19496.75,19496.75,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,08/2025,א - ו,571,ניהול עצמי משופר א-ו,175,0,93.65,0,פעיל,16388.75,16388.75,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,09/2025,א - ו,571,ניהול עצמי משופר א-ו,189,0,93.65,0,פעיל,17699.85,17699.85,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,10/2025,א - ו,571,ניהול עצמי משופר א-ו,193,0,101.73,0,פעיל,19633.89,19633.89,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,11/2025,א - ו,571,ניהול עצמי משופר א-ו,192,0,93.65,0,פעיל,17980.8,17980.8,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,12/2025,א - ו,571,ניהול עצמי משופר א-ו,191,0,93.65,0,פעיל,17887.15,17887.15,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,01/2026,א - ו,571,ניהול עצמי משופר א-ו,191,0,94.98,0,פעיל,18141.18,18141.18,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,02/2026,א - ו,571,ניהול עצמי משופר א-ו,191,0,94.98,0,פעיל,18141.18,18141.18,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,03/2026,א - ו,571,ניהול עצמי משופר א-ו,190,0,94.98,0,פעיל,18046.2,0,18046.2
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,09/2024,א - ח,595,גמול מנהליות-נ. עצמי,1,6,236.17,0,פעיל,236.17,236.17,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,10/2024,א - ח,595,גמול מנהליות-נ. עצמי,1,6,236.17,0,פעיל,236.17,236.17,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,11/2024,א - ח,595,גמול מנהליות-נ. עצמי,1,6,236.17,0,פעיל,236.17,236.17,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,12/2024,א - ח,595,גמול מנהליות-נ. עצמי,1,6,236.17,0,פעיל,236.17,236.17,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,01/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,6,236.17,0,פעיל,236.17,236.17,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,02/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,6,236.17,0,פעיל,236.17,236.17,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,03/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,6,236.17,0,פעיל,236.17,236.17,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,04/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,6,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,05/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,6,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,06/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,6,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,07/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,6,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,08/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,6,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,09/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,7,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,10/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,7,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,11/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,7,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,12/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,7,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,01/2026,א - ח,595,גמול מנהליות-נ. עצמי,1,7,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,02/2026,א - ח,595,גמול מנהליות-נ. עצמי,1,7,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318352,כפר קרע א,03/2026,א - ח,595,גמול מנהליות-נ. עצמי,1,7,248.75,0,פעיל,248.75,0,248.75
3/2026,עירית כפר קרע,10406544,318576,אלחכים,09/2024,א-ו חנ"מ,002,שרתים,0,2,2036.14,0,פעיל,4072.28,4072.28,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,10/2024,א-ו חנ"מ,002,שרתים,0,2,2240.61,0,פעיל,4481.22,4481.22,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,11/2024,א-ו חנ"מ,002,שרתים,0,2,2060.65,0,פעיל,4121.3,4121.3,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,12/2024,א-ו חנ"מ,002,שרתים,0,2,2033.27,0,פעיל,4066.54,4066.54,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,01/2025,א-ו חנ"מ,002,שרתים,0,2,2046.93,0,פעיל,4093.86,4093.86,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,02/2025,א-ו חנ"מ,002,שרתים,0,2,2046.93,0,פעיל,4093.86,4093.86,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,03/2025,א-ו חנ"מ,002,שרתים,0,2,2046.93,0,פעיל,4093.86,4093.86,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,04/2025,א-ו חנ"מ,002,שרתים,0,2,2154.19,0,פעיל,4308.38,4308.38,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,05/2025,א-ו חנ"מ,002,שרתים,0,2,2154.19,0,פעיל,4308.38,4308.38,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,06/2025,א-ו חנ"מ,002,שרתים,0,2,3425.39,0,פעיל,6850.78,6850.78,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,07/2025,א-ו חנ"מ,002,שרתים,0,2,2562.61,0,פעיל,5125.22,5125.22,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,08/2025,א-ו חנ"מ,002,שרתים,0,2,2154.19,0,פעיל,4308.38,4308.38,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,09/2025,א-ו חנ"מ,002,שרתים,0,2,2154.19,0,פעיל,4308.38,4308.38,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,10/2025,א-ו חנ"מ,002,שרתים,0,2,2339.95,0,פעיל,4679.9,4679.9,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,11/2025,א-ו חנ"מ,002,שרתים,0,2,2154.19,0,פעיל,4308.38,4308.38,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,12/2025,א-ו חנ"מ,002,שרתים,0,2,2154.19,0,פעיל,4308.38,4308.38,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,01/2026,א-ו חנ"מ,002,שרתים,0,2,2184.66,0,פעיל,4369.32,4369.32,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,02/2026,א-ו חנ"מ,002,שרתים,0,2,2184.66,0,פעיל,4369.32,4369.32,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,03/2026,א-ו חנ"מ,002,שרתים,0,2,2184.66,0,פעיל,4369.32,0,4369.32
3/2026,עירית כפר קרע,10406544,318576,אלחכים,09/2024,א-יב חנ"מ,107,מזכירים,0,2,646.11,0,פעיל,1292.22,1292.22,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,10/2024,א-יב חנ"מ,107,מזכירים,0,2,710.95,0,פעיל,1421.9,1421.9,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,11/2024,א-יב חנ"מ,107,מזכירים,0,2,653.88,0,פעיל,1307.76,1307.76,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,12/2024,א-יב חנ"מ,107,מזכירים,0,2,645.41,0,פעיל,1290.82,1290.82,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,01/2025,א-יב חנ"מ,107,מזכירים,0,2,649.74,0,פעיל,1299.48,1299.48,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,02/2025,א-יב חנ"מ,107,מזכירים,0,2,649.74,0,פעיל,1299.48,1299.48,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,03/2025,א-יב חנ"מ,107,מזכירים,0,2,649.74,0,פעיל,1299.48,1299.48,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,04/2025,א-יב חנ"מ,107,מזכירים,0,2,683.45,0,פעיל,1366.9,1366.9,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,05/2025,א-יב חנ"מ,107,מזכירים,0,2,683.45,0,פעיל,1366.9,1366.9,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,06/2025,א-יב חנ"מ,107,מזכירים,0,2,1086.59,0,פעיל,2173.18,2173.18,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,07/2025,א-יב חנ"מ,107,מזכירים,0,2,812.98,0,פעיל,1625.96,1625.96,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,08/2025,א-יב חנ"מ,107,מזכירים,0,2,683.45,0,פעיל,1366.9,1366.9,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,09/2025,א-יב חנ"מ,107,מזכירים,0,2,683.45,0,פעיל,1366.9,1366.9,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,10/2025,א-יב חנ"מ,107,מזכירים,0,2,742.36,0,פעיל,1484.72,1484.72,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,11/2025,א-יב חנ"מ,107,מזכירים,0,2,683.45,0,פעיל,1366.9,1366.9,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,12/2025,א-יב חנ"מ,107,מזכירים,0,2,683.45,0,פעיל,1366.9,1366.9,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,01/2026,א-יב חנ"מ,107,מזכירים,0,2,693.23,0,פעיל,1386.46,1386.46,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,02/2026,א-יב חנ"מ,107,מזכירים,0,2,693.23,0,פעיל,1386.46,1386.46,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,03/2026,א-יב חנ"מ,107,מזכירים,0,2,693.23,0,פעיל,1386.46,0,1386.46
3/2026,עירית כפר קרע,10406544,318576,אלחכים,09/2024,א - ו,571,ניהול עצמי משופר א-ו,578,0,88.52,0,פעיל,51164.56,51164.56,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,10/2024,א - ו,571,ניהול עצמי משופר א-ו,579,0,97.41,0,פעיל,56400.39,56400.39,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,11/2024,א - ו,571,ניהול עצמי משופר א-ו,579,0,89.59,0,פעיל,51872.61,51872.61,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,12/2024,א - ו,571,ניהול עצמי משופר א-ו,579,0,88.41,0,פעיל,51189.39,51189.39,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,01/2025,א - ו,571,ניהול עצמי משופר א-ו,579,0,89,0,פעיל,51531,51531,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,02/2025,א - ו,571,ניהול עצמי משופר א-ו,580,0,89,0,פעיל,51620,51620,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,03/2025,א - ו,571,ניהול עצמי משופר א-ו,580,0,89,0,פעיל,51620,51620,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,04/2025,א - ו,571,ניהול עצמי משופר א-ו,581,0,93.65,0,פעיל,54410.65,54410.65,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,05/2025,א - ו,571,ניהול עצמי משופר א-ו,584,0,93.65,0,פעיל,54691.6,54691.6,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,06/2025,א - ו,571,ניהול עצמי משופר א-ו,584,0,148.91,0,פעיל,86963.44,86963.44,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,07/2025,א - ו,571,ניהול עצמי משופר א-ו,584,0,111.41,0,פעיל,65063.44,65063.44,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,08/2025,א - ו,571,ניהול עצמי משופר א-ו,584,0,93.65,0,פעיל,54691.6,54691.6,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,09/2025,א - ו,571,ניהול עצמי משופר א-ו,583,0,93.65,0,פעיל,54597.95,54597.95,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,10/2025,א - ו,571,ניהול עצמי משופר א-ו,582,0,101.73,0,פעיל,59206.86,59206.86,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,11/2025,א - ו,571,ניהול עצמי משופר א-ו,582,0,93.65,0,פעיל,54504.3,54504.3,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,12/2025,א - ו,571,ניהול עצמי משופר א-ו,581,0,93.65,0,פעיל,54410.65,54410.65,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,01/2026,א - ו,571,ניהול עצמי משופר א-ו,581,0,94.98,0,פעיל,55183.38,55183.38,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,02/2026,א - ו,571,ניהול עצמי משופר א-ו,581,0,94.98,0,פעיל,55183.38,55183.38,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,03/2026,א - ו,571,ניהול עצמי משופר א-ו,581,0,94.98,0,פעיל,55183.38,0,55183.38
3/2026,עירית כפר קרע,10406544,318576,אלחכים,09/2024,א - ח,595,גמול מנהליות-נ. עצמי,1,18,236.17,0,פעיל,236.17,236.17,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,10/2024,א - ח,595,גמול מנהליות-נ. עצמי,1,18,236.17,0,פעיל,236.17,236.17,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,11/2024,א - ח,595,גמול מנהליות-נ. עצמי,1,18,236.17,0,פעיל,236.17,236.17,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,12/2024,א - ח,595,גמול מנהליות-נ. עצמי,1,18,236.17,0,פעיל,236.17,236.17,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,01/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,18,236.17,0,פעיל,236.17,236.17,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,02/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,18,236.17,0,פעיל,236.17,236.17,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,03/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,18,236.17,0,פעיל,236.17,236.17,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,04/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,18,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,05/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,18,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,06/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,18,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,07/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,18,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,08/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,18,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,09/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,18,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,10/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,18,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,11/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,18,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,12/2025,א - ח,595,גמול מנהליות-נ. עצמי,1,18,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,01/2026,א - ח,595,גמול מנהליות-נ. עצמי,1,18,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,02/2026,א - ח,595,גמול מנהליות-נ. עצמי,1,18,248.75,0,פעיל,248.75,248.75,0
3/2026,עירית כפר קרע,10406544,318576,אלחכים,03/2026,א - ח,595,גמול מנהליות-נ. עצמי,1,18,248.75,0,פעיל,248.75,0,248.75
3/2026,עירית כפר קרע,10406544,328153,יד ביד גשר על,09/2024,א - ו,571,ניהול עצמי משופר א-ו,142,0,88.52,0,פעיל,12569.84,12569.84,0
3/2026,עירית כפר קרע,10406544,328153,יד ביד גשר על,10/2024,א - ו,571,ניהול עצמי משופר א-ו,144,0,97.41,0,פעיל,14027.04,14027.04,0
3/2026,עירית כפר קרע,10406544,328153,יד ביד גשר על,11/2024,א - ו,571,ניהול עצמי משופר א-ו,144,0,89.59,0,פעיל,12900.96,12900.96,0
3/2026,עירית כפר קרע,10406544,328153,יד ביד גשר על,12/2024,א - ו,571,ניהול עצמי משופר א-ו,146,0,88.41,0,פעיל,12907.86,12907.86,0
3/2026,עירית כפר קרע,10406544,328153,יד ביד גשר על,01/2025,א - ו,571,ניהול עצמי משופר א-ו,145,0,89,0,פעיל,12905,12905,0
3/2026,עירית כפר קרע,10406544,328153,יד ביד גשר על,02/2025,א - ו,571,ניהול עצמי משופר א-ו,145,0,89,0,פעיל,12905,12905,0
3/2026,עירית כפר קרע,10406544,328153,יד ביד גשר על,03/2025,א - ו,571,ניהול עצמי משופר א-ו,144,0,89,0,פעיל,12816,12816,0
3/2026,עירית כפר קרע,10406544,328153,יד ביד גשר על,04/2025,א - ו,571,ניהול עצמי משופר א-ו,145,0,93.65,0,פעיל,13579.25,13579.25,0
